123503,53182052a29bfdbb2c00007a,0.0357142857143,1
123503,54e339b9091d4958cd00459b,0.0357142857143,2
123503,54e339b9091d4958cd00462b,0.0357142857143,3
123503,52e38f24f92ea1fb5f00035e,0.0357142857143,4
123503,52e38f26f92ea1fb5f000390,0.0357142857143,5
123503,52fba5d1f92ea1582d00004a,0.0357142857143,6
123503,55016ca4edf5cf911100004e,0.0357142857143,7
123503,530072e9f92ea12c5d000092,0.0357142857143,8
123503,530dda36a29bfdc5a20004e4,0.0357142857143,9
123503,52ff41bef92ea1f1b40000b6,0.0357142857143,10
123175,54a23fb2091d4992d000064c,0.0375,1
123175,54c760f7b76bf626640006ea,0.0339285714286,2
123175,54b12d86983a5236760000ce,0.0309523809524,3
123175,552bf11df1177734d2000e9c,0.0291666666667,4
123175,552bf11df1177734d2000fea,0.0291666666667,5
123175,552bf11df1177734d2000ed3,0.0291666666667,6
123175,52e74f66f92ea1425900000a,0.02875,7
123175,52e75175f92ea1f19600002b,0.02625,8
123175,54b12d86983a5236760001e3,0.0258928571429,9
123175,52f09ee2f92ea1b8b500035f,0.025,10
48848,5310399493b14475f000006c,0.0882352941176,1
48848,52ff82e2f92ea1494a000009,0.0701754385965,2
48848,52ece115f92ea135190003bb,0.0597014925373,3
48848,52eb85b5f92ea13b55000088,0.0571428571429,4
48848,530db114a29bfdc5a20001b6,0.0566037735849,5
48848,530f3751a29bfd0b950002c0,0.0566037735849,6
48848,52fa2871f92ea10dc10000ed,0.0566037735849,7
48848,52eba4a3f92ea1ed6b0000d2,0.0566037735849,8
48848,5343ad6ba29bfd6dbe00003e,0.0555555555556,9
48848,52ff04f6f92ea1a84300000c,0.0545454545455,10
21974,553fd62d04497f45a1001cbd,0.0221442897878,1
21974,541d82c0091d4946fa003b9b,0.0221442897878,2
21974,555ca139f11777a863000fa8,0.0221442897878,3
21974,52ece115f92ea13519000365,0.0221442897878,4
21974,551a34c304497fc11a0000f1,0.0221442897878,5
21974,53086f0ca29bfde78a0003b4,0.0221442897878,6
21974,551a350904497fa4bf00009e,0.0221442897878,7
21974,5305e1a1a29bfd4b62000131,0.0221442897878,8
21974,52fdc517f92ea11c170000b6,0.0221442897878,9
21974,541d8165091d4946fa0016e9,0.0217455657049,10
3905,53d8de1eb76bf6235b00006a,0.0460317460317,1
3905,52ef4e3ef92ea18cda0002a1,0.0459183673469,2
3905,54afa21f091d492f99006f41,0.0357142857143,3
3905,52ecd1a9f92ea141270005ca,0.0321428571429,4
3905,52ecd1aaf92ea14127000643,0.0321428571429,5
